ID,S_ID,Case Number,Description,District,Ward,FBI Code,Year
1324048,13994,G018272,TO VEHICLE,2.0,,14,2001.0
1324049,13995,G000698,VIOLATE ORDER OF PROTECTION,6.0,,26,2001.0
1324052,13996,G017563,FORCIBLE ENTRY,7.0,,5,2001.0
1324053,13997,G016072,SIMPLE,3.0,,08B,2001.0
1324054,13998,G016757,SIMPLE,20.0,,08B,2001.0
1324055,13999,G017328,TO PROPERTY,7.0,,14,2001.0
1324056,14000,G002673,TO LAND,6.0,,26,2001.0
1324058,14001,G004106,FRAUD OR CONFIDENCE GAME,6.0,,11,2001.0
1324059,14002,G017885,AGGRAVATED: HANDGUN,7.0,,04B,2001.0
1324061,14003,G018306,STRONGARM - NO WEAPON,14.0,,3,2001.0
1324062,14004,G007853,TO LAND,6.0,,26,2001.0
1324065,14005,G007884,VIOLATE ORDER OF PROTECTION,6.0,,26,2001.0
1324068,14006,G018284,$500 AND UNDER,25.0,,6,2001.0
1324069,14007,G008256,TELEPHONE THREAT,6.0,,26,2001.0
1324072,14008,G014974,OTHER VEHICLE OFFENSE,6.0,,26,2001.0
1324075,14009,G017953,SIMPLE,7.0,,08B,2001.0
1324078,14010,G018330,TO PROPERTY,6.0,,14,2001.0
1324081,14011,G017503,SIMPLE,7.0,,08A,2001.0
1324083,14012,G015803,TO LAND,6.0,,26,2001.0
1324084,14013,G018336,$500 AND UNDER,1.0,,6,2001.0
1324087,14014,G016001,VIOLATE ORDER OF PROTECTION,6.0,,26,2001.0
1324089,14015,G016286,VIOLATE ORDER OF PROTECTION,6.0,,26,2001.0
1324090,14016,G016649,PUBLIC INDECENCY,6.0,,17,2001.0
1324091,14017,G018365,HARASSMENT BY TELEPHONE,6.0,,26,2001.0
1324092,14018,G017176,PEEPING TOM,6.0,,24,2001.0
1324096,14019,G018349,$500 AND UNDER,4.0,,6,2001.0
1324098,14020,G001170,$500 AND UNDER,6.0,,6,2001.0
1324099,14021,G018402,TO PROPERTY,25.0,,14,2001.0
1324103,14022,G006393,SIMPLE,6.0,,08B,2001.0
1324104,14023,G013679,AGGRAVATED PO: OTHER DANG WEAP,7.0,,04B,2001.0
1324106,14024,G010286,FRAUD OR CONFIDENCE GAME,25.0,,11,2001.0
1324107,14025,G018389,$500 AND UNDER,10.0,,6,2001.0
1324108,14026,G018386,FRAUD OR CONFIDENCE GAME,8.0,,11,2001.0
1324109,14027,G009841,SIMPLE,25.0,,08B,2001.0
1324111,14028,G018419,SIMPLE,18.0,,08B,2001.0
1324112,14029,G017766,ILLEGAL USE CASH CARD,25.0,,11,2001.0
1324114,14030,G016855,CHILD ABDUCTION,25.0,,20,2001.0
1324115,14031,G018354,AUTOMOBILE,2.0,,7,2001.0
1324116,14032,G018449,$500 AND UNDER,18.0,,6,2001.0
1324118,14033,G018432,$500 AND UNDER,8.0,,6,2001.0
1324119,14034,G015217,SIMPLE,25.0,,08B,2001.0
1324120,14035,G015564,TO PROPERTY,25.0,,14,2001.0
1324121,14036,G018200,OTHER CRIME INVOLVING PROPERTY,15.0,,26,2001.0
1324123,14037,G015933,SIMPLE,25.0,,08A,2001.0
1324124,14038,G018456,TO VEHICLE,3.0,,14,2001.0
1324125,14039,G018439,TO VEHICLE,8.0,,14,2001.0
1324126,14040,G018479,AGGRAVATED: OTHER DANG WEAPON,19.0,,04B,2001.0
1324128,14041,G018503,OVER $500,7.0,,6,2001.0
1324130,14042,G017810,FORCIBLE ENTRY,25.0,,5,2001.0
1324133,14043,G018495,FORCIBLE ENTRY,20.0,,5,2001.0
1324134,14044,G018533,$500 AND UNDER,2.0,,6,2001.0
1324135,14045,G018528,$500 AND UNDER,22.0,,6,2001.0
1324141,14046,G018542,$500 AND UNDER,20.0,,6,2001.0
1324142,14047,G016504,AUTOMOBILE,15.0,,7,2001.0
1324147,14048,G006545,SIMPLE,6.0,,08A,2001.0
1324149,14049,G018504,$500 AND UNDER,7.0,,6,2001.0
1324152,14050,G006685,SIMPLE,6.0,,08B,2001.0
1324156,14051,G006799,SIMPLE,6.0,,08A,2001.0
1324158,14052,G018310,UNLAWFUL ENTRY,14.0,,5,2001.0
1324159,14053,G018540,$500 AND UNDER,8.0,,6,2001.0
1324160,14054,G018541,$500 AND UNDER,25.0,,6,2001.0
1324161,14055,G018559,$500 AND UNDER,25.0,,6,2001.0
1324162,14056,G006894,$500 AND UNDER,6.0,,6,2001.0
1324163,14057,G018120,FORCIBLE ENTRY,7.0,,5,2001.0
1324164,14058,G006936,SIMPLE,6.0,,08B,2001.0
1324165,14059,G018575,OVER $500,25.0,,6,2001.0
1324166,14060,G017650,FORCIBLE ENTRY,1.0,,5,2001.0
1324169,14061,G006941,$500 AND UNDER,6.0,,6,2001.0
1324170,14062,G018590,OVER $500,16.0,,6,2001.0
1324172,14063,G006974,TO PROPERTY,6.0,,14,2001.0
1324173,14064,G017340,TELEPHONE THREAT,7.0,,26,2001.0
1324174,14065,G007033,HARASSMENT BY TELEPHONE,6.0,,26,2001.0
1324175,14066,G007083,OVER $500,6.0,,6,2001.0
1324177,14067,G007099,TO PROPERTY,6.0,,14,2001.0
1324178,14068,G018578,AUTOMOBILE,12.0,,7,2001.0
1324179,14069,G007121,SIMPLE,6.0,,08B,2001.0
1324181,14070,G017851,SIMPLE,7.0,,08B,2001.0
1324182,14071,G007142,SIMPLE,6.0,,08B,2001.0
1324183,14072,G018628,TELEPHONE THREAT,8.0,,26,2001.0
1324184,14073,G007156,$500 AND UNDER,6.0,,6,2001.0
1324185,14074,G007183,$500 AND UNDER,6.0,,6,2001.0
1324187,14075,G018572,$500 AND UNDER,15.0,,6,2001.0
1324188,14076,G018671,$500 AND UNDER,25.0,,6,2001.0
1324189,14077,G018603,$500 AND UNDER,17.0,,6,2001.0
1324190,14078,G007255,SIMPLE,6.0,,08B,2001.0
1324192,14079,G018635,TO VEHICLE,25.0,,14,2001.0
1324195,14080,G007406,$500 AND UNDER,6.0,,6,2001.0
1324197,14081,G007586,VIOLATE ORDER OF PROTECTION,6.0,,26,2001.0
1324198,14082,G018587,$500 AND UNDER,19.0,,6,2001.0
1324200,14083,G017961,THEFT OF LABOR/SERVICES,3.0,,11,2001.0
1324201,14084,G007779,SIMPLE,6.0,,08B,2001.0
1324203,14085,G007839,$500 AND UNDER,6.0,,6,2001.0
1324204,14086,G018706,$500 AND UNDER,14.0,,6,2001.0
1324205,14087,G007850,$500 AND UNDER,6.0,,6,2001.0
1324206,14088,G007857,TO LAND,6.0,,26,2001.0
1324207,14089,G018715,$500 AND UNDER,1.0,,6,2001.0
1324208,14090,G007940,SIMPLE,6.0,,08B,2001.0
1324209,14091,G007954,SIMPLE,6.0,,08A,2001.0
1324210,14092,G018740,HARASSMENT BY TELEPHONE,16.0,,26,2001.0
1324212,14093,G018675,OVER $500,1.0,,6,2001.0
1324213,14094,G018719,TO VEHICLE,22.0,,14,2001.0
1324215,14095,G018723,TO PROPERTY,20.0,,14,2001.0
1324219,14096,G018785,UNLAWFUL ENTRY,16.0,,5,2001.0
1324220,14097,G018720,TELEPHONE THREAT,16.0,,26,2001.0
1324221,14098,G018760,OVER $500,10.0,,6,2001.0
1324223,14099,G018784,AUTOMOBILE,17.0,,7,2001.0
1324225,14100,G018739,HARASSMENT BY TELEPHONE,8.0,,26,2001.0
1324227,14101,G018821,TO VEHICLE,8.0,,14,2001.0
1324228,14102,G018752,$500 AND UNDER,18.0,,6,2001.0
1324230,14103,G018216,AUTOMOBILE,7.0,,7,2001.0
1324231,14104,G018829,AUTOMOBILE,11.0,,7,2001.0
1324232,14105,G018813,AUTOMOBILE,19.0,,7,2001.0
1324234,14106,G018686,TO VEHICLE,20.0,,14,2001.0
1324239,14107,G018859,$500 AND UNDER,1.0,,6,2001.0
1324241,14108,G018653,TO PROPERTY,20.0,,14,2001.0
1324242,14109,G018868,PUBLIC INDECENCY,18.0,,17,2001.0
1324245,14110,G018873,AUTOMOBILE,6.0,,7,2001.0
1324249,14111,G018886,OVER $500,12.0,,6,2001.0
1324250,14112,G018891,$500 AND UNDER,1.0,,6,2001.0
1324253,14113,G018254,FRAUD OR CONFIDENCE GAME,22.0,,11,2001.0
1324254,14114,G018918,OVER $500,18.0,,6,2001.0
1324255,14115,G018900,HARASSMENT BY TELEPHONE,20.0,,26,2001.0
1324256,14116,G018757,AUTOMOBILE,20.0,,7,2001.0
1324257,14117,G018928,TELEPHONE THREAT,22.0,,26,2001.0
1324258,14118,G018908,HARASSMENT BY TELEPHONE,12.0,,26,2001.0
1324260,14119,G018629,OTHER VEHICLE OFFENSE,6.0,,26,2001.0
1324261,14120,G018920,$500 AND UNDER,11.0,,6,2001.0
1324263,14121,G018897,SIMPLE,1.0,,08A,2001.0
1324265,14122,G018932,SIMPLE,19.0,,08B,2001.0
1324271,14123,G018516,TELEPHONE THREAT,7.0,,26,2001.0
1324273,14124,G018463,OTHER CRIME INVOLVING PROPERTY,7.0,,26,2001.0
1324275,14125,G018858,AUTOMOBILE,12.0,,7,2001.0
1324277,14126,G018970,$500 AND UNDER,18.0,,6,2001.0
1324279,14127,G018959,TO PROPERTY,17.0,,14,2001.0
1324281,14128,G018407,SIMPLE,7.0,,08A,2001.0
1324282,14129,G018941,TO PROPERTY,11.0,,14,2001.0
1324284,14130,G018980,$500 AND UNDER,8.0,,6,2001.0
1324289,14131,G018989,"TRUCK, BUS, MOTOR HOME",14.0,,7,2001.0
1324292,14132,G018973,$500 AND UNDER,1.0,,6,2001.0
1324294,14133,G018881,TELEPHONE THREAT,5.0,,26,2001.0
1324295,14134,G019006,$500 AND UNDER,10.0,,6,2001.0
1324298,14135,G019034,HARASSMENT BY TELEPHONE,5.0,,26,2001.0
1324300,14136,G019048,$500 AND UNDER,7.0,,6,2001.0
1324302,14137,G019031,TELEPHONE THREAT,8.0,,26,2001.0
1324303,14138,G019040,TELEPHONE THREAT,17.0,,26,2001.0
1324305,14139,G019058,$500 AND UNDER,18.0,,6,2001.0
1324306,14140,G019066,SIMPLE,14.0,,08A,2001.0
1324309,14141,G019071,OVER $500,12.0,,6,2001.0
1324310,14142,G019052,SIMPLE,5.0,,08B,2001.0
1324312,14143,G019073,TELEPHONE THREAT,4.0,,26,2001.0
1324313,14144,G019076,SIMPLE,20.0,,08A,2001.0
1324314,14145,G019082,AUTOMOBILE,11.0,,7,2001.0
1324318,14146,G019097,OTHER CRIME INVOLVING PROPERTY,8.0,,26,2001.0
1324322,14147,G019113,HARASSMENT BY TELEPHONE,4.0,,26,2001.0
1324323,14148,G019126,HARASSMENT BY TELEPHONE,8.0,,26,2001.0
1324325,14149,G018914,TO PROPERTY,9.0,,14,2001.0
1324331,14150,G019148,TELEPHONE THREAT,25.0,,26,2001.0
1324333,14151,G018822,TO VEHICLE,1.0,,14,2001.0
1324334,14152,G019163,$500 AND UNDER,7.0,,6,2001.0
1324337,14153,G019172,HARASSMENT BY TELEPHONE,19.0,,26,2001.0
1324339,14154,G019217,OVER $500,14.0,,6,2001.0
1324341,14155,G019160,OVER $500,19.0,,6,2001.0
1324342,14156,G019223,OVER $500,18.0,,6,2001.0
1324343,14157,G019215,TO VEHICLE,25.0,,14,2001.0
1324344,14158,G019222,$500 AND UNDER,19.0,,6,2001.0
1324345,14159,G019182,OVER $500,19.0,,6,2001.0
1324346,14160,G019239,$500 AND UNDER,19.0,,6,2001.0
1324347,14161,G019228,AUTOMOBILE,25.0,,7,2001.0
1324349,14162,G019269,TELEPHONE THREAT,15.0,,26,2001.0
1324352,14163,G019270,$500 AND UNDER,1.0,,6,2001.0
1324353,14164,G019263,TO VEHICLE,25.0,,14,2001.0
1324354,14165,G019276,AUTOMOBILE,25.0,,7,2001.0
1324355,14166,G019305,OTHER CRIME INVOLVING PROPERTY,11.0,,26,2001.0
1324356,14167,G019309,AGGRAVATED: HANDGUN,10.0,,04A,2001.0
1324357,14168,G019312,SIMPLE,15.0,,08A,2001.0
1324358,14169,G019304,$500 AND UNDER,3.0,,6,2001.0
1324359,14170,G019315,SIMPLE,15.0,,08B,2001.0
1324364,14171,G019380,$500 AND UNDER,6.0,,6,2001.0
1324369,14172,G019356,AUTOMOBILE,18.0,,7,2001.0
1324373,14173,G019406,SIMPLE,15.0,,08A,2001.0
1324375,14174,G019421,AUTOMOBILE,17.0,,7,2001.0
1324377,14175,G019426,$500 AND UNDER,18.0,,6,2001.0
1324378,14176,G013525,SIMPLE,17.0,,08B,2001.0
1324379,14177,G018672,FORCIBLE ENTRY,12.0,,5,2001.0
1324380,14178,G018205,$500 AND UNDER,12.0,,6,2001.0
1324381,14179,G015779,TO VEHICLE,17.0,,14,2001.0
1324382,14180,G018903,$500 AND UNDER,12.0,,6,2001.0
1324383,14181,G017073,AGGRAVATED:KNIFE/CUTTING INSTR,12.0,,04B,2001.0
1324384,14182,G015896,$500 AND UNDER,17.0,,6,2001.0
1324385,14183,G015956,FRAUD OR CONFIDENCE GAME,12.0,,11,2001.0
1324386,14184,G017321,AUTOMOBILE,8.0,,7,2001.0
1324388,14185,G016525,AGGRAVATED: OTHER FIREARM,17.0,,04B,2001.0
1324389,14186,G019433,$500 AND UNDER,8.0,,6,2001.0
1324390,14187,G019434,AUTOMOBILE,16.0,,7,2001.0
1324391,14188,G018340,AUTOMOBILE,8.0,,7,2001.0
1324394,14189,G016810,SIMPLE,17.0,,08A,2001.0
1324395,14190,G018101,"TRUCK, BUS, MOTOR HOME",8.0,,7,2001.0
1324397,14191,G017397,TO LAND,12.0,,26,2001.0
1324398,14192,G017348,TO PROPERTY,17.0,,14,2001.0
1324399,14193,G016414,STRONGARM - NO WEAPON,2.0,,3,2001.0
1324401,14194,G017608,AGGRAVATED,8.0,,3,2001.0
1324403,14195,G017441,TO VEHICLE,17.0,,14,2001.0
1324405,14196,G016106,THEFT OF LABOR/SERVICES,19.0,,11,2001.0
1324406,14197,G016133,SIMPLE,19.0,,08A,2001.0
1324407,14198,G018797,AGGRAVATED: HANDGUN,12.0,,04A,2001.0
1324409,14199,G016495,SIMPLE,19.0,,08A,2001.0
1324410,14200,G018843,SIMPLE,12.0,,08B,2001.0
1324412,14201,G017200,TO LAND,19.0,,26,2001.0
1324413,14202,G019021,ARMED:KNIFE/CUTTING INSTRUMENT,8.0,,3,2001.0
1324414,14203,G017760,$500 AND UNDER,17.0,,6,2001.0
1324418,14204,G004982,SIMPLE,2.0,,08A,2001.0
1324419,14205,G018127,FORCIBLE ENTRY,12.0,,5,2001.0
1324420,14206,G019145,AUTOMOBILE,6.0,,7,2001.0
1324421,14207,G018206,THEFT OF LABOR/SERVICES,19.0,,11,2001.0
1324422,14208,G018305,FORCIBLE ENTRY,8.0,,5,2001.0
1324423,14209,G018342,TO VEHICLE,19.0,,14,2001.0
1324425,14210,G019266,FORCIBLE ENTRY,8.0,,5,2001.0
1324426,14211,G017995,AGGRAVATED VEHICULAR HIJACKING,5.0,,3,2001.0
1324428,14212,G018919,FORCIBLE ENTRY,12.0,,5,2001.0
1324429,14213,G017805,STRONGARM - NO WEAPON,17.0,,3,2001.0
1324430,14214,G018892,OVER $500,1.0,,6,2001.0
1324433,14215,G019235,FORCIBLE ENTRY,8.0,,5,2001.0
1324436,14216,G017543,UNLAWFUL ENTRY,1.0,,5,2001.0
1324437,14217,G019352,TO LAND,19.0,,26,2001.0
1324439,14218,G012997,$500 AND UNDER,12.0,,6,2001.0
1324441,14219,G017822,OVER $500,17.0,,6,2001.0
1324442,14220,G017627,TO PROPERTY,1.0,,14,2001.0
1324443,14221,G019456,$500 AND UNDER,3.0,,6,2001.0
1324444,14222,G015947,STRONGARM - NO WEAPON,19.0,,3,2001.0
1324448,14223,G018934,ARSON THREAT,7.0,,26,2001.0
1324449,14224,G019036,ARMED: HANDGUN,19.0,,3,2001.0
1324450,14225,G018194,$500 AND UNDER,17.0,,6,2001.0
1324452,14226,G017819,SIMPLE,12.0,,08A,2001.0
1324453,14227,G019209,$500 AND UNDER,17.0,,6,2001.0
1324454,14228,G016767,SIMPLE,16.0,,08B,2001.0
1324455,14229,G018143,$500 AND UNDER,12.0,,6,2001.0
1324456,14230,G014080,TO STATE SUP LAND,2.0,,26,2001.0
1324457,14231,G019075,FORCIBLE ENTRY,8.0,,5,2001.0
1324459,14232,G017625,TO LAND,12.0,,26,2001.0
1324460,14233,G014183,$500 AND UNDER,19.0,,6,2001.0
1324462,14234,G019233,SIMPLE,17.0,,08B,2001.0
1324463,14235,G018695,$500 AND UNDER,12.0,,6,2001.0
1324465,14236,G015252,$500 AND UNDER,1.0,,6,2001.0
1324466,14237,G018414,FORCIBLE ENTRY,8.0,,5,2001.0
1324467,14238,G016979,SIMPLE,2.0,,08B,2001.0
1324468,14239,G019051,SIMPLE,19.0,,08B,2001.0
1324473,14240,G019224,SEX OFFENDER: FAIL REG NEW ADD,17.0,,26,2001.0
1324476,14241,G016973,SIMPLE,12.0,,08B,2001.0
1324477,14242,G019053,FORCIBLE ENTRY,8.0,,5,2001.0
1324478,14243,G015493,AGGRAVATED: OTHER DANG WEAPON,24.0,,04B,2001.0
1324479,14244,G008202,OVER $500,19.0,,6,2001.0
1324480,14245,G018434,TO VEHICLE,12.0,,14,2001.0
1324481,14246,G017197,SIMPLE,2.0,,08B,2001.0
1324483,14247,G014591,"TRUCK, BUS, MOTOR HOME",12.0,,7,2001.0
1324484,14248,G018953,FORCIBLE ENTRY,3.0,,5,2001.0
1324485,14249,G019463,FORCIBLE ENTRY,8.0,,5,2001.0
1324486,14250,G019384,AUTOMOBILE,19.0,,7,2001.0
1324487,14251,G017234,TO LAND,19.0,,26,2001.0
1324488,14252,G016492,AGGRAVATED: HANDGUN,11.0,,04B,2001.0
1324489,14253,G019176,BY FIRE,8.0,,9,2001.0
1324490,14254,G018654,TO STATE SUP LAND,12.0,,26,2001.0
1324492,14255,G017834,$500 AND UNDER,19.0,,6,2001.0
1324494,14256,G007005,TO PROPERTY,8.0,,14,2001.0
1324495,14257,G018651,ATTEMPT: ARMED-KNIFE/CUT INSTR,24.0,,3,2001.0
1324496,14258,G017274,ATTEMPT THEFT,2.0,,6,2001.0
1324499,14259,G018401,$500 AND UNDER,19.0,,6,2001.0
1324501,14260,G018993,SIMPLE,4.0,,08B,2001.0
1324502,14261,G013031,UNLAWFUL ENTRY,19.0,,5,2001.0
1324505,14262,G019472,$500 AND UNDER,8.0,,6,2001.0
1324506,14263,G018627,STRONGARM - NO WEAPON,3.0,,3,2001.0
1324507,14264,G018889,$500 AND UNDER,19.0,,6,2001.0
1324508,14265,G019203,SIMPLE,12.0,,08B,2001.0
1324509,14266,G018278,SIMPLE,12.0,,08B,2001.0
1324511,14267,G017224,FORCIBLE ENTRY,24.0,,5,2001.0
1324512,14268,G015984,AUTOMOBILE,12.0,,7,2001.0
1324513,14269,G005951,THEFT OF LOST/MISLAID PROP,8.0,,11,2001.0
1324514,14270,G017936,SIMPLE,1.0,,08B,2001.0
1324516,14271,G019103,OVER $500,19.0,,6,2001.0
1324517,14272,G018207,FORCIBLE ENTRY,10.0,,5,2001.0
1324519,14273,G019477,TO VEHICLE,16.0,,14,2001.0
1324520,14274,G018589,OVER $500,19.0,,6,2001.0
1324521,14275,G017211,SIMPLE,19.0,,08B,2001.0
1324522,14276,G018471,TO LAND,12.0,,26,2001.0
1324525,14277,G018376,$500 AND UNDER,17.0,,6,2001.0
1324526,14278,G018361,$500 AND UNDER,24.0,,6,2001.0
1324527,14279,G016002,AGGRAVATED: OTHER DANG WEAPON,5.0,,04B,2001.0
1324528,14280,G019281,SIMPLE,12.0,,08B,2001.0
1324530,14281,G017342,SIMPLE,3.0,,08A,2001.0
1324531,14282,G018811,SIMPLE,12.0,,08B,2001.0
1324532,14283,G018976,AGGRAVATED: HANDGUN,3.0,,04A,2001.0
1324535,14284,G007966,BOMB THREAT,8.0,,26,2001.0
1324540,14285,G019032,SIMPLE,4.0,,08B,2001.0
1324541,14286,G018392,SIMPLE,17.0,,08B,2001.0
1324543,14287,G019165,$500 AND UNDER,24.0,,6,2001.0
1324544,14288,G016737,$500 AND UNDER,19.0,,6,2001.0
1324545,14289,G016224,$500 AND UNDER,1.0,,6,2001.0
1324546,14290,G018939,AUTOMOBILE,12.0,,7,2001.0
1324547,14291,G012414,AGGRAVATED:KNIFE/CUTTING INSTR,6.0,,04A,2001.0
1324549,14292,G015408,OTHER CRIME INVOLVING PROPERTY,4.0,,26,2001.0
1324550,14293,G007711,FORGERY,8.0,,10,2001.0
1324551,14294,G018006,OVER $500,3.0,,6,2001.0
1324552,14295,G018455,$500 AND UNDER,10.0,,6,2001.0
1324553,14296,G014719,SIMPLE,6.0,,08A,2001.0
1324554,14297,G015821,OVER $500,16.0,,6,2001.0
1324555,14298,G015420,HARASSMENT BY TELEPHONE,2.0,,26,2001.0
1324557,14299,G015101,SIMPLE,6.0,,08B,2001.0
1324559,14300,G017135,ATTEMPT: ARMED-HANDGUN,3.0,,3,2001.0
1324560,14301,G018750,TO PROPERTY,17.0,,14,2001.0
1324562,14302,G019065,SIMPLE,4.0,,08B,2001.0
1324563,14303,G018681,FORCIBLE ENTRY,4.0,,5,2001.0
1324564,14304,G015703,SIMPLE,6.0,,08B,2001.0
1324565,14305,G015557,THEFT OF LABOR/SERVICES,1.0,,11,2001.0
1324568,14306,G018680,$500 AND UNDER,19.0,,6,2001.0
1324569,14307,G019467,OVER $500,25.0,,6,2001.0
1324570,14308,G017160,SIMPLE,6.0,,08A,2001.0
1324574,14309,G018931,VEHICULAR HIJACKING,4.0,,3,2001.0
1324575,14310,G017258,SIMPLE,3.0,,08A,2001.0
1324577,14311,G019492,AUTOMOBILE,14.0,,7,2001.0
1324578,14312,G019415,ARMED: HANDGUN,12.0,,3,2001.0
1324579,14313,G007392,VIOLATE ORDER OF PROTECTION,8.0,,26,2001.0
1324581,14314,G017962,SIMPLE,12.0,,08B,2001.0
1324582,14315,G019484,AUTOMOBILE,17.0,,7,2001.0
1324583,14316,G017316,SIMPLE,6.0,,08B,2001.0
1324585,14317,G017581,$500 AND UNDER,10.0,,6,2001.0
1324586,14318,G014495,TO STATE SUP LAND,2.0,,26,2001.0
1324590,14319,G019493,OVER $500,19.0,,6,2001.0
1324591,14320,G017619,AGGRAVATED: OTHER DANG WEAPON,6.0,,04B,2001.0
1324593,14321,G018751,TO LAND,17.0,,26,2001.0
1324594,14322,G019500,TO VEHICLE,22.0,,14,2001.0
1324597,14323,G019389,AGGRAVATED: OTHER DANG WEAPON,5.0,,04B,2001.0
1324598,14324,G018229,FORCIBLE ENTRY,10.0,,5,2001.0
1324599,14325,G017677,SIMPLE,6.0,,08A,2001.0
1324600,14326,G016808,UNLAWFUL POSS OTHER FIREARM,4.0,,15,2001.0
1324601,14327,G008858,$500 AND UNDER,7.0,,6,2001.0
1324602,14328,G019501,TO VEHICLE,8.0,,14,2001.0
1324603,14329,G017887,SIMPLE,6.0,,08A,2001.0
1324604,14330,G018887,$500 AND UNDER,3.0,,6,2001.0
1324609,14331,G018171,SIMPLE,12.0,,08A,2001.0
1324686,14332,G019479,UNLAWFUL ENTRY,16.0,,5,2001.0
1324610,14333,G016144,$500 AND UNDER,10.0,,6,2001.0
1324611,14334,G010589,OVER $500,24.0,,6,2001.0
1324612,14335,G019002,FORCIBLE ENTRY,19.0,,5,2001.0
1324614,14336,G016295,THEFT OF LABOR/SERVICES,1.0,,11,2001.0
1324616,14337,G018362,AGGRAVATED: HANDGUN,3.0,,04A,2001.0
1324618,14338,G018309,SIMPLE,6.0,,08B,2001.0
1324619,14339,G017539,STRONGARM - NO WEAPON,10.0,,3,2001.0
1324620,14340,G019069,SIMPLE,17.0,,08B,2001.0
1324621,14341,G008892,THEFT OF LABOR/SERVICES,7.0,,11,2001.0
1324622,14342,G019498,TO VEHICLE,14.0,,14,2001.0
1324623,14343,G019505,$500 AND UNDER,14.0,,6,2001.0
1324625,14344,G019402,$500 AND UNDER,12.0,,6,2001.0
1324626,14345,G019497,AUTOMOBILE,6.0,,7,2001.0
1324627,14346,G017818,OVER $500,10.0,,6,2001.0
1324629,14347,G019489,TO VEHICLE,16.0,,14,2001.0
1324631,14348,G018032,OVER $500,24.0,,6,2001.0
1324632,14349,G018814,SIMPLE,6.0,,08B,2001.0
1324633,14350,G013456,UNLAWFUL INTERFERE/VISITATION,4.0,,26,2001.0
1324636,14351,G019237,SIMPLE,3.0,,08B,2001.0
1324637,14352,G019100,BY FIRE,17.0,,9,2001.0
1324640,14353,G017743,ATTEMPT NON-AGGRAVATED,10.0,,2,2001.0
1324642,14354,G018867,SIMPLE,6.0,,08B,2001.0
1324643,14355,G018450,SIMPLE,24.0,,08B,2001.0
1324644,14356,G008918,OBSTRUCTING JUSTICE,7.0,,24,2001.0
1324646,14357,G008162,OVER $500,8.0,,6,2001.0
1324647,14358,G018558,$500 AND UNDER,1.0,,6,2001.0
1324648,14359,G019132,AGGRAVATED: OTHER DANG WEAPON,6.0,,04B,2001.0
1324650,14360,G017320,AUTOMOBILE,24.0,,7,2001.0
1324652,14361,G014801,THEFT/RECOVERY: AUTOMOBILE,3.0,,7,2001.0
1324654,14362,G017739,CRIMINAL SEXUAL ABUSE,12.0,,17,2001.0
1324655,14363,G000324,POSS: CANNABIS 30GMS OR LESS,6.0,,18,2001.0
1324659,14364,G017322,SIMPLE,24.0,,08A,2001.0
1324661,14365,G019504,$500 AND UNDER,12.0,,6,2001.0
1324662,14366,G007775,$500 AND UNDER,8.0,,6,2001.0
1324663,14367,G019385,SIMPLE,6.0,,08B,2001.0
1324664,14368,G018667,SIMPLE,12.0,,08A,2001.0
1324668,14369,G016721,SIMPLE,1.0,,08A,2001.0
1324674,14370,G019198,SIMPLE,12.0,,08A,2001.0
1324678,14371,G019490,FORCIBLE ENTRY,6.0,,5,2001.0
1324679,14372,G017506,BOMB THREAT,5.0,,26,2001.0
1324680,14373,G019516,OVER $500,18.0,,6,2001.0
1324682,14374,G019446,$500 AND UNDER,4.0,,6,2001.0
1324683,14375,G007843,$500 AND UNDER,8.0,,6,2001.0
1324684,14376,G000357,POSS: CRACK,9.0,,18,2001.0
1324685,14377,G019014,SIMPLE,3.0,,08A,2001.0
1324688,14378,G016877,UNLAWFUL POSS OF HANDGUN,7.0,,15,2001.0
1324690,14379,G019518,TO VEHICLE,3.0,,14,2001.0
1324691,14380,G018658,ARMED: HANDGUN,10.0,,3,2001.0
1324692,14381,G019519,AUTOMOBILE,8.0,,7,2001.0
1324693,14382,G018995,SIMPLE,24.0,,08A,2001.0
1324694,14383,G013178,$500 AND UNDER,19.0,,6,2001.0
1324699,14384,G019515,AUTOMOBILE,18.0,,7,2001.0
1324700,14385,G019422,ARMED: HANDGUN,5.0,,3,2001.0
1324703,14386,G018689,$500 AND UNDER,4.0,,6,2001.0
1324706,14387,G003121,THEFT OF LABOR/SERVICES,1.0,,11,2001.0
1324707,14388,G019416,TO LAND,19.0,,26,2001.0
1324708,14389,G007942,OVER $500,8.0,,6,2001.0
1324709,14390,G019517,FORCIBLE ENTRY,8.0,,5,2001.0
1324712,14391,G019526,OVER $500,25.0,,6,2001.0
1324713,14392,G018355,ARMED: HANDGUN,10.0,,3,2001.0
1324714,14393,G018273,AGGRAVATED:KNIFE/CUTTING INSTR,22.0,,04A,2001.0
1324715,14394,G016229,AUTOMOBILE,11.0,,7,2001.0
1324717,14395,G018775,SIMPLE,3.0,,08B,2001.0
1324718,14396,G000232,POSS: CRACK,7.0,,18,2001.0
1324719,14397,G014945,SIMPLE,14.0,,08B,2001.0
1324720,14398,G018772,AGGRAVATED: OTHER DANG WEAPON,14.0,,04B,2001.0
1324724,14399,G007480,$500 AND UNDER,8.0,,6,2001.0
1324725,14400,G015436,$500 AND UNDER,1.0,,6,2001.0
1324727,14401,G018514,TO PROPERTY,7.0,,14,2001.0
